"","eventID","occurrenceID","recordedBy","measurementType","measurementValue","measurementUnit"
"301","1_1929-12-01","1_1929-12-01_A117","Edgar Anderson","sepal length",6.5,"cm"
"302","1_1929-12-01","1_1929-12-01_A117","Edgar Anderson","sepal width",3,"cm"
"303","1_1929-12-01","1_1929-12-01_A117","Edgar Anderson","petal length",5.5,"cm"
"304","1_1929-12-01","1_1929-12-01_A117","Edgar Anderson","petal width",1.8,"cm"
"305","2_1930-02-13","2_1930-02-13_A113","Edgar Anderson","sepal length",6.8,"cm"
"306","2_1930-02-13","2_1930-02-13_A113","Edgar Anderson","sepal width",3,"cm"
"307","2_1930-02-13","2_1930-02-13_A113","Edgar Anderson","petal length",5.5,"cm"
"308","2_1930-02-13","2_1930-02-13_A113","Edgar Anderson","petal width",2.1,"cm"
"309","3_1929-12-01","3_1929-12-01_A37","Edgar Anderson","sepal length",5.5,"cm"
"310","3_1929-12-01","3_1929-12-01_A37","Edgar Anderson","sepal width",3.5,"cm"
"311","3_1929-12-01","3_1929-12-01_A37","Edgar Anderson","petal length",1.3,"cm"
"312","3_1929-12-01","3_1929-12-01_A37","Edgar Anderson","petal width",0.2,"cm"
"313","3_1929-12-01","3_1929-12-01_A97","Edgar Anderson","sepal length",5.7,"cm"
"314","3_1929-12-01","3_1929-12-01_A97","Edgar Anderson","sepal width",2.9,"cm"
"315","3_1929-12-01","3_1929-12-01_A97","Edgar Anderson","petal length",4.2,"cm"
"316","3_1929-12-01","3_1929-12-01_A97","Edgar Anderson","petal width",2.3,"cm"
"317","1_1929-12-01","1_1929-12-01_A120","Edgar Anderson","sepal length",6,"cm"
"318","1_1929-12-01","1_1929-12-01_A120","Edgar Anderson","sepal width",2.2,"cm"
"319","1_1929-12-01","1_1929-12-01_A120","Edgar Anderson","petal length",5,"cm"
"320","1_1929-12-01","1_1929-12-01_A120","Edgar Anderson","petal width",1.5,"cm"
"321","3_1929-12-01","3_1929-12-01_A16","Edgar Anderson","sepal length",5.7,"cm"
"322","3_1929-12-01","3_1929-12-01_A16","Edgar Anderson","sepal width",4.4,"cm"
"323","3_1929-12-01","3_1929-12-01_A16","Edgar Anderson","petal length",1.5,"cm"
"324","3_1929-12-01","3_1929-12-01_A16","Edgar Anderson","petal width",0.4,"cm"
"325","3_1929-12-01","3_1929-12-01_A70","Edgar Anderson","sepal length",5.6,"cm"
"326","3_1929-12-01","3_1929-12-01_A70","Edgar Anderson","sepal width",2.5,"cm"
"327","3_1929-12-01","3_1929-12-01_A70","Edgar Anderson","petal length",3.9,"cm"
"328","3_1929-12-01","3_1929-12-01_A70","Edgar Anderson","petal width",1.1,"cm"
"329","1_1929-12-01","1_1929-12-01_A30","Edgar Anderson","sepal length",4.7,"cm"
"330","1_1929-12-01","1_1929-12-01_A30","Edgar Anderson","sepal width",3.2,"cm"
"331","1_1929-12-01","1_1929-12-01_A30","Edgar Anderson","petal length",1.6,"cm"
"332","1_1929-12-01","1_1929-12-01_A30","Edgar Anderson","petal width",0.2,"cm"
"333","1_1929-12-01","1_1929-12-01_A84","Edgar Anderson","sepal length",6,"cm"
"334","1_1929-12-01","1_1929-12-01_A84","Edgar Anderson","sepal width",2.7,"cm"
"335","1_1929-12-01","1_1929-12-01_A84","Edgar Anderson","petal length",5.1,"cm"
"336","1_1929-12-01","1_1929-12-01_A84","Edgar Anderson","petal width",1.6,"cm"
"337","3_1929-12-01","3_1929-12-01_A103","Edgar Anderson","sepal length",7.1,"cm"
"338","3_1929-12-01","3_1929-12-01_A103","Edgar Anderson","sepal width",3,"cm"
"339","3_1929-12-01","3_1929-12-01_A103","Edgar Anderson","petal length",5.9,"cm"
"340","3_1929-12-01","3_1929-12-01_A103","Edgar Anderson","petal width",2.1,"cm"
"341","3_1929-12-01","3_1929-12-01_A127","Edgar Anderson","sepal length",6.2,"cm"
"342","3_1929-12-01","3_1929-12-01_A127","Edgar Anderson","sepal width",2.8,"cm"
"343","3_1929-12-01","3_1929-12-01_A127","Edgar Anderson","petal length",4.8,"cm"
"344","3_1929-12-01","3_1929-12-01_A127","Edgar Anderson","petal width",1.8,"cm"
"345","2_1930-02-13","2_1930-02-13_A92","Edgar Anderson","sepal length",6.1,"cm"
"346","2_1930-02-13","2_1930-02-13_A92","Edgar Anderson","sepal width",3,"cm"
"347","2_1930-02-13","2_1930-02-13_A92","Edgar Anderson","petal length",4.6,"cm"
"348","2_1930-02-13","2_1930-02-13_A92","Edgar Anderson","petal width",1.4,"cm"
"349","3_1929-12-01","3_1929-12-01_A40","Edgar Anderson","sepal length",5.1,"cm"
"350","3_1929-12-01","3_1929-12-01_A40","Edgar Anderson","sepal width",3.4,"cm"
"351","3_1929-12-01","3_1929-12-01_A40","Edgar Anderson","petal length",1.5,"cm"
"352","3_1929-12-01","3_1929-12-01_A40","Edgar Anderson","petal width",0.2,"cm"
"353","2_1930-02-13","2_1930-02-13_A89","Edgar Anderson","sepal length",5.6,"cm"
"354","2_1930-02-13","2_1930-02-13_A89","Edgar Anderson","sepal width",3,"cm"
"355","2_1930-02-13","2_1930-02-13_A89","Edgar Anderson","petal length",4.1,"cm"
"356","2_1930-02-13","2_1930-02-13_A89","Edgar Anderson","petal width",1.3,"cm"
"357","2_1930-02-13","2_1930-02-13_A95","Edgar Anderson","sepal length",5.6,"cm"
"358","2_1930-02-13","2_1930-02-13_A95","Edgar Anderson","sepal width",2.7,"cm"
"359","2_1930-02-13","2_1930-02-13_A95","Edgar Anderson","petal length",4.2,"cm"
"360","2_1930-02-13","2_1930-02-13_A95","Edgar Anderson","petal width",1.3,"cm"
"361","1_1929-12-01","1_1929-12-01_A33","Edgar Anderson","sepal length",5.2,"cm"
"362","1_1929-12-01","1_1929-12-01_A33","Edgar Anderson","sepal width",4.1,"cm"
"363","1_1929-12-01","1_1929-12-01_A33","Edgar Anderson","petal length",1.5,"cm"
"364","1_1929-12-01","1_1929-12-01_A33","Edgar Anderson","petal width",0.1,"cm"
"365","1_1929-12-01","1_1929-12-01_A9","Edgar Anderson","sepal length",4.4,"cm"
"366","1_1929-12-01","1_1929-12-01_A9","Edgar Anderson","sepal width",2.9,"cm"
"367","1_1929-12-01","1_1929-12-01_A9","Edgar Anderson","petal length",1.4,"cm"
"368","1_1929-12-01","1_1929-12-01_A9","Edgar Anderson","petal width",0.2,"cm"
"369","2_1930-02-13","2_1930-02-13_A20","Edgar Anderson","sepal length",5.1,"cm"
"370","2_1930-02-13","2_1930-02-13_A20","Edgar Anderson","sepal width",3.8,"cm"
"371","2_1930-02-13","2_1930-02-13_A20","Edgar Anderson","petal length",1.5,"cm"
"372","2_1930-02-13","2_1930-02-13_A20","Edgar Anderson","petal width",0.3,"cm"
"373","3_1929-12-01","3_1929-12-01_A10","Edgar Anderson","sepal length",4.9,"cm"
"374","3_1929-12-01","3_1929-12-01_A10","Edgar Anderson","sepal width",3.1,"cm"
"375","3_1929-12-01","3_1929-12-01_A10","Edgar Anderson","petal length",1.5,"cm"
"376","3_1929-12-01","3_1929-12-01_A10","Edgar Anderson","petal width",0.1,"cm"
"377","3_1929-12-01","3_1929-12-01_A134","Edgar Anderson","sepal length",4.8,"cm"
"378","3_1929-12-01","3_1929-12-01_A134","Edgar Anderson","sepal width",3,"cm"
"379","3_1929-12-01","3_1929-12-01_A134","Edgar Anderson","petal length",1.4,"cm"
"380","3_1929-12-01","3_1929-12-01_A134","Edgar Anderson","petal width",0.1,"cm"
"381","1_1929-12-01","1_1929-12-01_A87","Edgar Anderson","sepal length",6.7,"cm"
"382","1_1929-12-01","1_1929-12-01_A87","Edgar Anderson","sepal width",3.1,"cm"
"383","1_1929-12-01","1_1929-12-01_A87","Edgar Anderson","petal length",4.7,"cm"
"384","1_1929-12-01","1_1929-12-01_A87","Edgar Anderson","petal width",1.5,"cm"
"385","2_1930-02-13","2_1930-02-13_A59","Edgar Anderson","sepal length",6.6,"cm"
"386","2_1930-02-13","2_1930-02-13_A59","Edgar Anderson","sepal width",2.9,"cm"
"387","2_1930-02-13","2_1930-02-13_A59","Edgar Anderson","petal length",4.6,"cm"
"388","2_1930-02-13","2_1930-02-13_A59","Edgar Anderson","petal width",1.3,"cm"
"389","2_1930-02-13","2_1930-02-13_A68","Edgar Anderson","sepal length",5.8,"cm"
"390","2_1930-02-13","2_1930-02-13_A68","Edgar Anderson","sepal width",2.7,"cm"
"391","2_1930-02-13","2_1930-02-13_A68","Edgar Anderson","petal length",4.1,"cm"
"392","2_1930-02-13","2_1930-02-13_A68","Edgar Anderson","petal width",1,"cm"
"393","2_1930-02-13","2_1930-02-13_A86","Edgar Anderson","sepal length",6,"cm"
"394","2_1930-02-13","2_1930-02-13_A86","Edgar Anderson","sepal width",3.4,"cm"
"395","2_1930-02-13","2_1930-02-13_A86","Edgar Anderson","petal length",4.5,"cm"
"396","2_1930-02-13","2_1930-02-13_A86","Edgar Anderson","petal width",1.6,"cm"
"397","2_1930-02-13","2_1930-02-13_A98","Edgar Anderson","sepal length",6.2,"cm"
"398","2_1930-02-13","2_1930-02-13_A98","Edgar Anderson","sepal width",2.9,"cm"
"399","2_1930-02-13","2_1930-02-13_A98","Edgar Anderson","petal length",4.3,"cm"
"400","2_1930-02-13","2_1930-02-13_A98","Edgar Anderson","petal width",1.3,"cm"
"401","3_1929-12-01","3_1929-12-01_A61","Edgar Anderson","sepal length",5,"cm"
"402","3_1929-12-01","3_1929-12-01_A61","Edgar Anderson","sepal width",2,"cm"
"403","3_1929-12-01","3_1929-12-01_A61","Edgar Anderson","petal length",3.5,"cm"
"404","3_1929-12-01","3_1929-12-01_A61","Edgar Anderson","petal width",1,"cm"
"405","3_1929-12-01","3_1929-12-01_A100","Edgar Anderson","sepal length",5.7,"cm"
"406","3_1929-12-01","3_1929-12-01_A100","Edgar Anderson","sepal width",2.8,"cm"
"407","3_1929-12-01","3_1929-12-01_A100","Edgar Anderson","petal length",4.1,"cm"
"408","3_1929-12-01","3_1929-12-01_A100","Edgar Anderson","petal width",1.3,"cm"
"409","2_1930-02-13","2_1930-02-13_A134","Edgar Anderson","sepal length",6.3,"cm"
"410","2_1930-02-13","2_1930-02-13_A134","Edgar Anderson","sepal width",2.8,"cm"
"411","2_1930-02-13","2_1930-02-13_A134","Edgar Anderson","petal length",5.1,"cm"
"412","2_1930-02-13","2_1930-02-13_A134","Edgar Anderson","petal width",1.5,"cm"
"413","3_1929-12-01","3_1929-12-01_A109","Edgar Anderson","sepal length",6.7,"cm"
"414","3_1929-12-01","3_1929-12-01_A109","Edgar Anderson","sepal width",2.5,"cm"
"415","3_1929-12-01","3_1929-12-01_A109","Edgar Anderson","petal length",5.8,"cm"
"416","3_1929-12-01","3_1929-12-01_A109","Edgar Anderson","petal width",1.8,"cm"
"417","3_1929-12-01","3_1929-12-01_A145","Edgar Anderson","sepal length",6.7,"cm"
"418","3_1929-12-01","3_1929-12-01_A145","Edgar Anderson","sepal width",3.3,"cm"
"419","3_1929-12-01","3_1929-12-01_A145","Edgar Anderson","petal length",5.7,"cm"
"420","3_1929-12-01","3_1929-12-01_A145","Edgar Anderson","petal width",2.5,"cm"
"421","3_1929-12-01","3_1929-12-01_A1","Edgar Anderson","sepal length",5.1,"cm"
"422","3_1929-12-01","3_1929-12-01_A1","Edgar Anderson","sepal width",3.5,"cm"
"423","3_1929-12-01","3_1929-12-01_A1","Edgar Anderson","petal length",1.4,"cm"
"424","3_1929-12-01","3_1929-12-01_A1","Edgar Anderson","petal width",0.2,"cm"
"425","2_1930-02-13","2_1930-02-13_A5","Edgar Anderson","sepal length",5,"cm"
"426","2_1930-02-13","2_1930-02-13_A5","Edgar Anderson","sepal width",3.6,"cm"
"427","2_1930-02-13","2_1930-02-13_A5","Edgar Anderson","petal length",1.4,"cm"
"428","2_1930-02-13","2_1930-02-13_A5","Edgar Anderson","petal width",0.2,"cm"
"429","1_1929-12-01","1_1929-12-01_A15","Edgar Anderson","sepal length",5.8,"cm"
"430","1_1929-12-01","1_1929-12-01_A15","Edgar Anderson","sepal width",4,"cm"
"431","1_1929-12-01","1_1929-12-01_A15","Edgar Anderson","petal length",1.2,"cm"
"432","1_1929-12-01","1_1929-12-01_A15","Edgar Anderson","petal width",0.2,"cm"
"433","1_1929-12-01","1_1929-12-01_A21","Edgar Anderson","sepal length",5.4,"cm"
"434","1_1929-12-01","1_1929-12-01_A21","Edgar Anderson","sepal width",3.4,"cm"
"435","1_1929-12-01","1_1929-12-01_A21","Edgar Anderson","petal length",1.7,"cm"
"436","1_1929-12-01","1_1929-12-01_A21","Edgar Anderson","petal width",0.2,"cm"
"437","2_1930-02-13","2_1930-02-13_A26","Edgar Anderson","sepal length",5,"cm"
"438","2_1930-02-13","2_1930-02-13_A26","Edgar Anderson","sepal width",3,"cm"
"439","2_1930-02-13","2_1930-02-13_A26","Edgar Anderson","petal length",1.6,"cm"
"440","2_1930-02-13","2_1930-02-13_A26","Edgar Anderson","petal width",0.2,"cm"
"441","2_1930-02-13","2_1930-02-13_A38","Edgar Anderson","sepal length",4.9,"cm"
"442","2_1930-02-13","2_1930-02-13_A38","Edgar Anderson","sepal width",3.6,"cm"
"443","2_1930-02-13","2_1930-02-13_A38","Edgar Anderson","petal length",1.4,"cm"
"444","2_1930-02-13","2_1930-02-13_A38","Edgar Anderson","petal width",0.1,"cm"
"445","2_1930-02-13","2_1930-02-13_A41","Edgar Anderson","sepal length",5,"cm"
"446","2_1930-02-13","2_1930-02-13_A41","Edgar Anderson","sepal width",3.5,"cm"
"447","2_1930-02-13","2_1930-02-13_A41","Edgar Anderson","petal length",1.3,"cm"
"448","2_1930-02-13","2_1930-02-13_A41","Edgar Anderson","petal width",0.3,"cm"
"449","1_1929-12-01","1_1929-12-01_A69","Edgar Anderson","sepal length",6.2,"cm"
"450","1_1929-12-01","1_1929-12-01_A69","Edgar Anderson","sepal width",2.2,"cm"
"451","1_1929-12-01","1_1929-12-01_A69","Edgar Anderson","petal length",4.5,"cm"
"452","1_1929-12-01","1_1929-12-01_A69","Edgar Anderson","petal width",1.5,"cm"
"453","1_1929-12-01","1_1929-12-01_A108","Edgar Anderson","sepal length",7.3,"cm"
"454","1_1929-12-01","1_1929-12-01_A108","Edgar Anderson","sepal width",2.9,"cm"
"455","1_1929-12-01","1_1929-12-01_A108","Edgar Anderson","petal length",6.3,"cm"
"456","1_1929-12-01","1_1929-12-01_A108","Edgar Anderson","petal width",1.8,"cm"
"457","2_1930-02-13","2_1930-02-13_A125","Edgar Anderson","sepal length",6.7,"cm"
"458","2_1930-02-13","2_1930-02-13_A125","Edgar Anderson","sepal width",3.3,"cm"
"459","2_1930-02-13","2_1930-02-13_A125","Edgar Anderson","petal length",5.7,"cm"
"460","2_1930-02-13","2_1930-02-13_A125","Edgar Anderson","petal width",2.1,"cm"
"461","1_1929-12-01","1_1929-12-01_A135","Edgar Anderson","sepal length",6.1,"cm"
"462","1_1929-12-01","1_1929-12-01_A135","Edgar Anderson","sepal width",2.6,"cm"
"463","1_1929-12-01","1_1929-12-01_A135","Edgar Anderson","petal length",5.6,"cm"
"464","1_1929-12-01","1_1929-12-01_A135","Edgar Anderson","petal width",1.4,"cm"
"465","3_1929-12-01","3_1929-12-01_A136","Edgar Anderson","sepal length",7.7,"cm"
"466","3_1929-12-01","3_1929-12-01_A136","Edgar Anderson","sepal width",3,"cm"
"467","3_1929-12-01","3_1929-12-01_A136","Edgar Anderson","petal length",6.1,"cm"
"468","3_1929-12-01","3_1929-12-01_A136","Edgar Anderson","petal width",2.3,"cm"
"469","2_1930-02-13","2_1930-02-13_A140","Edgar Anderson","sepal length",6.9,"cm"
"470","2_1930-02-13","2_1930-02-13_A140","Edgar Anderson","sepal width",3.1,"cm"
"471","2_1930-02-13","2_1930-02-13_A140","Edgar Anderson","petal length",5.4,"cm"
"472","2_1930-02-13","2_1930-02-13_A140","Edgar Anderson","petal width",2.1,"cm"
"473","1_1929-12-01","1_1929-12-01_A144","Edgar Anderson","sepal length",6.8,"cm"
"474","1_1929-12-01","1_1929-12-01_A144","Edgar Anderson","sepal width",3.2,"cm"
"475","1_1929-12-01","1_1929-12-01_A144","Edgar Anderson","petal length",5.9,"cm"
"476","1_1929-12-01","1_1929-12-01_A144","Edgar Anderson","petal width",2.3,"cm"
"477","2_1930-02-13","2_1930-02-13_A149","Edgar Anderson","sepal length",6.2,"cm"
"478","2_1930-02-13","2_1930-02-13_A149","Edgar Anderson","sepal width",3.4,"cm"
"479","2_1930-02-13","2_1930-02-13_A149","Edgar Anderson","petal length",5.4,"cm"
"480","2_1930-02-13","2_1930-02-13_A149","Edgar Anderson","petal width",2.3,"cm"
"481","3_1929-12-01","3_1929-12-01_A82","Edgar Anderson","sepal length",5.5,"cm"
"482","3_1929-12-01","3_1929-12-01_A82","Edgar Anderson","sepal width",2.4,"cm"
"483","3_1929-12-01","3_1929-12-01_A82","Edgar Anderson","petal length",3.7,"cm"
"484","3_1929-12-01","3_1929-12-01_A82","Edgar Anderson","petal width",1,"cm"
"485","3_1929-12-01","3_1929-12-01_A22","Edgar Anderson","sepal length",5.1,"cm"
"486","3_1929-12-01","3_1929-12-01_A22","Edgar Anderson","sepal width",3.7,"cm"
"487","3_1929-12-01","3_1929-12-01_A22","Edgar Anderson","petal length",1.5,"cm"
"488","3_1929-12-01","3_1929-12-01_A22","Edgar Anderson","petal width",0.4,"cm"
"489","3_1929-12-01","3_1929-12-01_A52","Edgar Anderson","sepal length",6.4,"cm"
"490","3_1929-12-01","3_1929-12-01_A52","Edgar Anderson","sepal width",3.2,"cm"
"491","3_1929-12-01","3_1929-12-01_A52","Edgar Anderson","petal length",4.5,"cm"
"492","3_1929-12-01","3_1929-12-01_A52","Edgar Anderson","petal width",1.5,"cm"
"493","2_1930-02-13","2_1930-02-13_A23","Edgar Anderson","sepal length",4.6,"cm"
"494","2_1930-02-13","2_1930-02-13_A23","Edgar Anderson","sepal width",3.6,"cm"
"495","2_1930-02-13","2_1930-02-13_A23","Edgar Anderson","petal length",1,"cm"
"496","2_1930-02-13","2_1930-02-13_A23","Edgar Anderson","petal width",0.2,"cm"
"497","2_1930-02-13","2_1930-02-13_A47","Edgar Anderson","sepal length",5.1,"cm"
"498","2_1930-02-13","2_1930-02-13_A47","Edgar Anderson","sepal width",3.8,"cm"
"499","2_1930-02-13","2_1930-02-13_A47","Edgar Anderson","petal length",1.6,"cm"
"500","2_1930-02-13","2_1930-02-13_A47","Edgar Anderson","petal width",0.2,"cm"
"501","1_1929-12-01","1_1929-12-01_A78","Edgar Anderson","sepal length",6.7,"cm"
"502","1_1929-12-01","1_1929-12-01_A78","Edgar Anderson","sepal width",3,"cm"
"503","1_1929-12-01","1_1929-12-01_A78","Edgar Anderson","petal length",5,"cm"
"504","1_1929-12-01","1_1929-12-01_A78","Edgar Anderson","petal width",1.7,"cm"
"505","2_1930-02-13","2_1930-02-13_A80","Edgar Anderson","sepal length",5.7,"cm"
"506","2_1930-02-13","2_1930-02-13_A80","Edgar Anderson","sepal width",2.6,"cm"
"507","2_1930-02-13","2_1930-02-13_A80","Edgar Anderson","petal length",3.5,"cm"
"508","2_1930-02-13","2_1930-02-13_A80","Edgar Anderson","petal width",1,"cm"
"509","3_1929-12-01","3_1929-12-01_A64","Edgar Anderson","sepal length",6.1,"cm"
"510","3_1929-12-01","3_1929-12-01_A64","Edgar Anderson","sepal width",2.9,"cm"
"511","3_1929-12-01","3_1929-12-01_A64","Edgar Anderson","petal length",4.7,"cm"
"512","3_1929-12-01","3_1929-12-01_A64","Edgar Anderson","petal width",1.4,"cm"
"513","2_1930-02-13","2_1930-02-13_A116","Edgar Anderson","sepal length",6.4,"cm"
"514","2_1930-02-13","2_1930-02-13_A116","Edgar Anderson","sepal width",3.2,"cm"
"515","2_1930-02-13","2_1930-02-13_A116","Edgar Anderson","petal length",5.3,"cm"
"516","2_1930-02-13","2_1930-02-13_A116","Edgar Anderson","petal width",2.3,"cm"
"517","2_1930-02-13","2_1930-02-13_A29","Edgar Anderson","sepal length",5.2,"cm"
"518","2_1930-02-13","2_1930-02-13_A29","Edgar Anderson","sepal width",3.4,"cm"
"519","2_1930-02-13","2_1930-02-13_A29","Edgar Anderson","petal length",1.4,"cm"
"520","2_1930-02-13","2_1930-02-13_A29","Edgar Anderson","petal width",0.2,"cm"
"521","2_1930-02-13","2_1930-02-13_A122","Edgar Anderson","sepal length",5.6,"cm"
"522","2_1930-02-13","2_1930-02-13_A122","Edgar Anderson","sepal width",2.8,"cm"
"523","2_1930-02-13","2_1930-02-13_A122","Edgar Anderson","petal length",4.9,"cm"
"524","2_1930-02-13","2_1930-02-13_A122","Edgar Anderson","petal width",2,"cm"
"525","3_1929-12-01","3_1929-12-01_A112","Edgar Anderson","sepal length",6.4,"cm"
"526","3_1929-12-01","3_1929-12-01_A112","Edgar Anderson","sepal width",2.7,"cm"
"527","3_1929-12-01","3_1929-12-01_A112","Edgar Anderson","petal length",5.3,"cm"
"528","3_1929-12-01","3_1929-12-01_A112","Edgar Anderson","petal width",1.9,"cm"
"529","2_1930-02-13","2_1930-02-13_A62","Edgar Anderson","sepal length",5.9,"cm"
"530","2_1930-02-13","2_1930-02-13_A62","Edgar Anderson","sepal width",3,"cm"
"531","2_1930-02-13","2_1930-02-13_A62","Edgar Anderson","petal length",4.2,"cm"
"532","2_1930-02-13","2_1930-02-13_A62","Edgar Anderson","petal width",1.5,"cm"
"533","2_1930-02-13","2_1930-02-13_A17","Edgar Anderson","sepal length",5.4,"cm"
"534","2_1930-02-13","2_1930-02-13_A17","Edgar Anderson","sepal width",3.9,"cm"
"535","2_1930-02-13","2_1930-02-13_A17","Edgar Anderson","petal length",1.3,"cm"
"536","2_1930-02-13","2_1930-02-13_A17","Edgar Anderson","petal width",0.4,"cm"
"537","2_1930-02-13","2_1930-02-13_A53","Edgar Anderson","sepal length",6.9,"cm"
"538","2_1930-02-13","2_1930-02-13_A53","Edgar Anderson","sepal width",3.1,"cm"
"539","2_1930-02-13","2_1930-02-13_A53","Edgar Anderson","petal length",4.9,"cm"
"540","2_1930-02-13","2_1930-02-13_A53","Edgar Anderson","petal width",1.5,"cm"
